account_id,account_name,domain,industry,employee_range,country,lifecycle_stage,created_date,last_activity_date,owner,arr_eur,renewal_date
ACC-026422,DoriotasDigital,doriotasdigital.fr,Manufacturing,11-50,FR,customer,11/12/19,03/09/2021,l.moreau,40000,2026-09-11
ACC-008034,WallilumGroup & Co,wallilumgroup.com,Energy,1001-5000,Belgique,lead,02/01/2023,09/06/2024,a.morel,,
ACC-028881,ZephilumPartners France,,Manufacturing,501-1000,Pays-Bas,lead,03/18/22,,c.rinaldi,,
ACC-003026,FernoSystems,fernosystems.eu,Construction,11-50,FR,lead,2025-08-08,2026-05-14,m.delacroix,,
ACC-001828,Fabritasdynamics SAS,fabritasdynamics.fr,Healthcare,1-10,Espagne,lead,20/07/2019,01/31/23,s.okafor,,
ACC-028091,Doriogorsoft SAS,doriogorsoft.io,Education,51-200,FRANCE,lost,05/17/22,2025-01-26,a.morel,,
ACC-002724,NovasolSystems Group,novasolsystems.com,Financial Services,11-50,Spain,prospect,05/23/26,03/06/2026,,,
ACC-009568,OptihalDynamics SARL,optihaldynamics.fr,Healthcare,201-500,FR,lost,06/12/2020,02/12/2023,m.delacroix,,
ACC-022139,Zephidorflow France,zephidorflow.com,Retail,201-500,Suisse,lead,2024-11-21,08/14/25,l.moreau,,
ACC-006296,ZephiviaMobility France,,Retail,501-1000,France,prospect,01/14/25,2026-01-23,a.morel,,
ACC-014563,EderitasServices,ederitasservices.eu,Agriculture,201-500,Fr,lead,04/16/20,,c.rinaldi,,
ACC-001805,NordiLogic,nordilogic.eu,Real Estate,11-50,Italie,lead,24/06/2024,03/10/26,l.moreau,,
ACC-009081,CaurilexHub Group,caurilexhub.com,Financial Services,51-200,Spain,prospect,06/11/22,2025-05-24,t.becker,,
ACC-006149,CaurisolPartners,caurisolpartners.io,Manufacturing,1-10,France,prospect,02/27/24,2026-03-26,a.morel,,
ACC-007356,Lorrilexdigital,lorrilexdigital.io,Agriculture,1001-5000,belgium,customer,03/13/19,2025-03-25,t.becker,12000,2027-01-10
ACC-028927,PrimoquiIndustries,primoquiindustries.com,Media,51-200,FR,lead,11/25/19,,c.rinaldi,,
ACC-010090,Halderinconseil,halderinconseil.com,Energy,1-10,Suisse,lead,07/10/2020,11/19/21,s.okafor,,
ACC-003772,ZephiquiRetail SARL,,Retail,51-200,france,lost,2019-12-16,2021-07-29,s.okafor,,
ACC-020949,ArdennexForge SA,,Manufacturing,51-200,france,lead,2024-06-13,04/14/25,,,
ACC-016063,NovavenHub & Co,novavenhub.com,Media,,FR,lost,2019-04-30,2025-05-06,c.rinaldi,,
ACC-015545,Stellaventech,stellaventech.com,Hospitality,1-10,FR,lead,04/14/23,2025-07-27,a.morel,,
ACC-011651,HaldeGroup & Co,haldegroup.fr,Media,51-200,FRANCE,prospect,2023-04-20,2023-11-20,,,
ACC-029629,YellobelData France,,Consulting,11-50,Netherlands,prospect,2023-01-01,,,,
ACC-029233,SereniEnergie,serenienergie.io,Telecom,51-200,Italie,lost,03/31/25,,,,
ACC-014030,Nordicalmedia France,nordicalmedia.fr,Media,201-500,Netherlands,customer,26/04/2021,,,18000,10/15/26
ACC-001578,SoliviaForge SARL,soliviaforge.fr,Manufacturing,51-200,BE,prospect,2023-03-09,,c.rinaldi,,
ACC-019039,MaviquiLogistics,maviquilogistics.io,Automotive,51-200,Fr,prospect,27/10/2023,05/12/2025,,,
ACC-026228,Terramarservices SA,terramarservices.com,Construction,51-200,FRANCE,opportunity,09/14/23,06/04/2024,p.lindqvist,,
ACC-016619,LumilumData SA,lumilumdata.fr,Financial Services,11-50,france,lost,16/01/2026,02/06/26,a.morel,,
ACC-026651,Lorrinexpartners,lorrinexpartners.co,,1-10,FR,opportunity,2025-05-08,2026-07-21,,,
ACC-024824,GallitasDynamics SARL,gallitasdynamics.io,Education,51-200,Italie,lead,26/05/2020,03/04/25,j.vandenberg,,
ACC-024357,NeodorLogistics & Co,neodorlogistics.com,,11-50,United Kingdom,prospect,23/03/2022,2025-04-02,c.rinaldi,,
ACC-007504,SoliConsulting,soliconsulting.com,Software,11-50,Fr,lead,03/01/23,2025-12-04,t.becker,,
ACC-006001,Estevarinfinance France,estevarinfinance.com,Software,501-1000,germany,lead,19/08/2023,,t.becker,,
ACC-008707,SolivenEnergie,solivenenergie.com,Manufacturing,11-50,Italy,lost,17/11/2020,,p.lindqvist,,
ACC-021861,Cendrapramobility,cendrapramobility.fr,,11-50,BE,opportunity,11/20/18,2019-11-16,,,
ACC-022815,Neogorpartners SA,,Energy,51-200,Fr,lost,19/06/2025,2025-12-24,s.okafor,,
ACC-028663,DORIOLUMWORKS,doriolumworks.com,Software,11-50,Spain,prospect,09/13/20,,l.moreau,,
ACC-010245,Kelvidorlogic SAS,kelvidorlogic.com,Agriculture,51-200,IT,lead,10/12/2021,10/11/22,,,
ACC-021349,Ardenvensystems,ardenvensystems.com,Logistics,501-1000,NL,opportunity,01/12/25,2025-02-05,p.lindqvist,,
ACC-026871,Axionexfood & Co,axionexfood.fr,Financial Services,11-50,Belgium,churned,2022-02-23,30/08/2025,m.delacroix,12000,
ACC-007791,FernonexImmo SAS,fernoneximmo.fr,Hospitality,11-50,FRANCE,lead,2022-08-06,05/27/26,c.rinaldi,,
ACC-028157,Delfineximmo & Co,delfineximmo.com,Media,51-200,France,lost,2026-06-12,2026-07-04,l.moreau,,
ACC-019989,Cendrabelenergie SA,cendrabelenergie.io,Real Estate,51-200,Belgique,prospect,04/08/26,,j.vandenberg,,
ACC-005983,Yellogorworks SARL,yellogorworks.co,Agriculture,1-10,Belgium,prospect,17/07/2021,2022-10-20,m.delacroix,,
ACC-004521,Novafindynamics France,,Energy,1-10,DE,lead,2022-03-02,08/16/24,,,
ACC-029696,Fleximarlab France,,Education,51-200,france,prospect,07/15/21,,l.moreau,,
ACC-015325,QuantiGroup SA,quantigroup.io,Automotive,201-500,nederland,lost,21/05/2020,09/21/25,s.okafor,,
ACC-028590,Axiodorconsulting,axiodorconsulting.eu,Retail,,germany,prospect,11/16/21,,,,
ACC-026479,VertibelEnergie & Co,vertibelenergie.com,Energy,11-50,FRANCE,churned,02/28/18,2023-01-06,l.moreau,3000,
ACC-014836,Axiobelgroup,axiobelgroup.co,Real Estate,201-500,Germany,lost,2024-05-22,2026-01-07,a.morel,,
ACC-006813,Flexiquilabs,flexiquilabs.co,Logistics,51-200,Espagne,lost,2025-01-22,11/19/25,p.lindqvist,,
ACC-011389,MavirinSolutions SARL,mavirinsolutions.fr,Education,51-200,nederland,prospect,2020-10-04,18/12/2023,j.vandenberg,,
ACC-015661,MeriMedia,merimedia.fr,Energy,201-500,Belgium,churned,2021-04-26,2026-01-06,c.rinaldi,12000,
ACC-015399,ArdenServices,ardenservices.fr,Real Estate,51-200,FRANCE,customer,12/16/18,06/02/21,,18000,23/11/2026
ACC-021900,Fabribelservices Group,fabribelservices.fr,Logistics,11-50,NL,lead,2022-10-25,2025-10-17,,,
ACC-012903,Ulmiprapartners,ulmiprapartners.eu,Manufacturing,51-200,Fr,lost,2025-07-11,29/09/2025,l.moreau,,
ACC-017668,Fabriviaconsulting SAS,fabriviaconsulting.eu,Financial Services,201-500,france,lost,2024-06-08,2025-04-29,s.okafor,,
ACC-019799,Belfohaldigital France,belfohaldigital.com,Manufacturing,11-50,nederland,churned,06/15/26,06/19/26,,12000,
ACC-029787,Lumiprapharma Group,,Construction,51-200,france,lead,30/07/2023,,m.delacroix,,
ACC-018257,Roccalummobility SARL,www.roccalummobility.co,Financial Services,11-50,FRANCE,lost,2026-02-05,2026-07-01,a.morel,,
ACC-000172,EstevaMedia,estevamedia.io,Energy,11-50,France,lost,2022-08-04,,,,
ACC-006391,Solitasenergie SA,solitasenergie.com,Construction,11-50,GB,lead,19/08/2022,06/19/25,p.lindqvist,,
ACC-023415,StellatasLab,stellataslab.fr,Automotive,201-500,FRANCE,opportunity,01/26/19,05/17/22,p.lindqvist,,
ACC-000779,JuntopraFinance,juntoprafinance.com,Telecom,11-50,CH,lost,2019-11-01,02/04/2020,s.okafor,,
ACC-016535,YellorinLabs SAS,www.yellorinlabs.com,Media,11-50,france,lead,03/25/25,22/06/2026,l.moreau,,
ACC-003119,Zephilumsystems SAS,,Media,,FRANCE,opportunity,05/24/18,2024-10-18,,,
ACC-001551,Ulmisolmedia France,ulmisolmedia.com,Automotive,51-200,IT,churned,11/06/2018,25/09/2023,,5000,
ACC-026165,Vespitasmedia France,vespitasmedia.fr,Healthcare,201-500,France,lead,04/08/2020,31/05/2023,l.moreau,,
ACC-016713,Mavivendata SA,mavivendata.co,Retail,11-50,Italy,customer,09/12/2020,,m.delacroix,12000,2026-10-20
ACC-022825,TalomarIndustries,talomarindustries.com,Healthcare,51-200,Allemagne,lead,2021-11-06,2022-11-24,l.moreau,,
ACC-020820,Delfigordynamics & Co,delfigordynamics.fr,Logistics,11-50,france,lead,2023-02-13,2023-09-17,a.morel,,
ACC-022752,Grimomarservices SA,grimomarservices.com,Construction,11-50,Espagne,prospect,2020-04-12,04/01/2022,p.lindqvist,,
ACC-006527,Serenisolconsulting,serenisolconsulting.com,Automotive,11-50,Fr,lead,2021-05-03,29/11/2025,t.becker,,
ACC-006161,Fernofinpartners,fernofinpartners.com,Software,51-200,Belgique,prospect,28/05/2024,11/02/2026,c.rinaldi,,
ACC-005384,Optigormobility France,optigormobility.com,Manufacturing,11-50,FR,prospect,09/21/18,2021-11-30,s.okafor,,
ACC-027923,Dorionexpartners SAS,,Education,1-10,FRANCE,lead,02/07/26,03/07/2026,c.rinaldi,,
ACC-007596,SerenipraTech France,serenipratech.co,Manufacturing,51-200,france,prospect,10/04/2022,03/11/2022,a.morel,,
ACC-018187,Helioquitech France,helioquitech.fr,Media,1001-5000,FR,lead,09/23/18,2023-01-14,a.morel,,
ACC-026354,Ulmiviaforge,ulmiviaforge.fr,Logistics,51-200,ES,lead,2025-05-31,2025-11-04,a.morel,,
ACC-012563,Briobeldigital SARL,briobeldigital.com,Manufacturing,201-500,germany,lost,28/03/2019,2025-05-13,m.delacroix,,
ACC-011695,AltapraLab France,altapralab.eu,Retail,11-50,NL,lead,13/10/2021,,p.lindqvist,,
ACC-027340,NordibelWorks France,nordibelworks.co,,11-50,FR,lead,2025-08-09,17/10/2025,m.delacroix,,
ACC-024252,OptivenServices,optivenservices.io,Manufacturing,201-500,Espagne,lost,2023-12-13,07/08/26,t.becker,,
ACC-001554,Quantibelconseil,www.quantibelconseil.fr,Hospitality,,Belgium,lead,2018-06-06,02/24/20,j.vandenberg,,
ACC-024082,HeliogorSystems SAS,www.heliogorsystems.fr,Financial Services,51-200,BE,lead,10/21/20,12/04/2026,s.okafor,,
ACC-005479,AltarinGroup SARL,altaringroup.fr,Healthcare,51-200,Italie,prospect,09/28/25,,l.moreau,,
ACC-013683,MerilumWorks,merilumworks.eu,Automotive,51-200,france,lost,07/02/21,2026-01-22,,,
ACC-002041,Roccabelenergie SA,roccabelenergie.com,Retail,1-10,Italy,customer,05/09/26,10/06/2026,m.delacroix,12000,02/23/27
ACC-023823,Fabrinexhub,fabrinexhub.co,Financial Services,51-200,NL,lead,28/09/2022,,l.moreau,,
ACC-015058,Belfosystems,belfosystems.fr,Healthcare,51-200,Netherlands,prospect,08/03/20,15/12/2025,c.rinaldi,,
ACC-018429,RoccahalForge,roccahalforge.com,Telecom,1-10,NL,prospect,08/30/19,2022-06-29,,,
ACC-009435,NeonexFlow SAS,neonexflow.com,Energy,51-200,Germany,lost,05/23/18,2022-10-19,s.okafor,,
ACC-013324,Solirinindustries,solirinindustries.fr,Hospitality,201-500,FRANCE,lost,31/03/2021,17/02/2025,m.delacroix,,
ACC-027360,MavinexMedia SARL,,,501-1000,DE,customer,2025-12-19,19/02/2026,c.rinaldi,5000,08/27/26
ACC-024563,Axiocalpartners,axiocalpartners.io,Hospitality,51-200,FR,prospect,02/01/25,19/02/2025,,,
ACC-008978,YellonexConseil Group,yellonexconseil.io,Logistics,501-1000,Germany,prospect,2023-05-13,09/26/25,j.vandenberg,,
ACC-006108,RapicalGroup Group,rapicalgroup.fr,Healthcare,201-500,belgium,customer,2024-09-19,13/05/2026,j.vandenberg,12000,2027-04-24
ACC-014211,LorrilexServices,,Construction,501-1000,FRANCE,prospect,16/09/2019,03/07/21,j.vandenberg,,
ACC-007498,Wallimedia Group,wallimedia.io,Software,51-200,France,lost,11/04/2018,2023-12-19,a.morel,,
ACC-022772,LorribelGroup & Co,lorribelgroup.eu,Energy,201-500,FR,customer,17/03/2021,2024-01-25,m.delacroix,40000,04/12/27
ACC-011116,Juntohalsoft SARL,juntohalsoft.co,Hospitality,,FR,lost,03/10/2018,06/28/21,j.vandenberg,,
ACC-028298,DorionexMedia & Co,dorionexmedia.co,Retail,1-10,NL,prospect,2025-05-16,15/07/2026,,,
ACC-020594,Stellaviasolutions,stellaviasolutions.com,Hospitality,1001-5000,Fr,churned,04/06/2021,,,12000,
ACC-002441,SylvavenEnergie,sylvavenenergie.fr,Agriculture,,FR,customer,10/22/22,,,5000,2026-12-01
ACC-012683,Fabririnforge,fabririnforge.com,Energy,51-200,France,lead,2026-02-22,07/12/26,s.okafor,,
ACC-004684,Vertivenservices SAS,vertivenservices.fr,Real Estate,1001-5000,france,churned,10/10/22,01/11/2025,l.moreau,12000,
ACC-008408,MaviPharma,mavipharma.co,Real Estate,11-50,france,lost,2023-06-05,2023-06-18,,,
ACC-001741,OvalidorFood,ovalidorfood.fr,Hospitality,51-200,Fr,prospect,2021-03-27,,m.delacroix,,
ACC-013844,Ivorolexconseil,ivorolexconseil.co,Agriculture,201-500,germany,lost,08/12/2021,2023-08-15,l.moreau,,
ACC-023881,DoriopraSolutions SAS,dorioprasolutions.fr,Logistics,1001-5000,FRANCE,lost,07/11/2025,06/12/2025,,,
ACC-012673,ZephirinDigital & Co,zephirindigital.co,Energy,1-10,Italie,churned,01/07/2024,18/10/2025,p.lindqvist,12000,
ACC-000920,YellobelHub,yellobelhub.fr,Consulting,1-10,france,lead,31/01/2022,30/10/2024,p.lindqvist,,
ACC-005300,LumiviaLab,lumivialab.io,Agriculture,1-10,Italy,prospect,24/01/2018,20/06/2018,l.moreau,,
ACC-001774,Quantitasimmo,quantitasimmo.fr,Software,1-10,Italie,lead,19/10/2024,2025-06-01,,,
ACC-004190,Kelvilogistics,kelvilogistics.com,Manufacturing,1-10,france,lead,2021-07-30,18/12/2025,j.vandenberg,,
ACC-023886,Delfidorimmo SARL,delfidorimmo.co,Education,201-500,nederland,churned,19/08/2025,08/30/25,t.becker,3000,
ACC-027045,MaviviaRetail,maviviaretail.co,Agriculture,201-500,France,lead,30/03/2019,11/11/20,t.becker,,
ACC-020922,Perrisolsolutions,perrisolsolutions.com,Energy,11-50,spain,customer,07/29/19,21/08/2021,j.vandenberg,3000,07/21/26
ACC-007841,JuntohalIndustries,juntohalindustries.fr,,1001-5000,Fr,lead,06/26/24,,p.lindqvist,,
ACC-022729,MavilexSoft,,Consulting,51-200,FR,prospect,03/06/26,,a.morel,,
ACC-002366,YellolumFinance Group,,Automotive,201-500,FRANCE,lost,04/04/23,19/03/2025,s.okafor,,
ACC-027135,Vespirinsolutions France,www.vespirinsolutions.eu,Software,51-200,FRANCE,churned,2025-07-27,01/01/2026,s.okafor,12000,
ACC-008250,Heliolumsoft SAS,heliolumsoft.io,Automotive,1-10,germany,prospect,12/12/2019,07/27/23,,,
ACC-026746,QuantirinDigital,quantirindigital.com,Real Estate,51-200,germany,lead,18/08/2019,2024-03-25,p.lindqvist,,
ACC-007516,RoccahalHub SA,roccahalhub.co,Agriculture,51-200,nederland,prospect,23/05/2026,07/21/26,a.morel,,
ACC-014483,AxionexHub,axionexhub.io,Manufacturing,51-200,France,lead,11/01/2024,31/10/2025,a.morel,,
ACC-014247,BrioEnergie,brioenergie.io,Software,11-50,belgium,lost,12/13/19,06/18/24,a.morel,,
ACC-006054,KelvidorConsulting,kelvidorconsulting.co,Real Estate,201-500,France,lead,02/09/2025,,c.rinaldi,,
ACC-025167,SoliSolutions SARL,www.solisolutions.fr,Telecom,11-50,DE,lead,2022-11-09,17/12/2022,m.delacroix,,
ACC-014267,Rapivensystems,rapivensystems.fr,Automotive,51-200,France,lost,2022-04-27,02/15/25,,,
ACC-009824,Zephihallogistics France,zephihallogistics.fr,Media,11-50,nederland,prospect,2018-08-29,,p.lindqvist,,
ACC-009019,Doriosoft SARL,doriosoft.eu,Construction,11-50,FRANCE,lost,12/03/23,13/04/2025,a.morel,,
ACC-010827,IvorobelSoft SA,ivorobelsoft.fr,Telecom,1-10,CH,prospect,24/03/2023,07/03/23,a.morel,,
ACC-025634,VectotasHub SAS,vectotashub.com,Construction,51-200,France,lead,2025-12-08,2026-06-30,c.rinaldi,,
ACC-001466,PrimosolData,primosoldata.fr,Healthcare,51-200,France,churned,10/28/21,2022-10-14,,12000,
ACC-027084,VertiquiServices SA,vertiquiservices.eu,Education,51-200,nederland,lead,04/11/2021,06/09/26,c.rinaldi,,
ACC-022462,Sylvacalimmo SAS,sylvacalimmo.com,,51-200,FR,prospect,19/11/2025,2026-04-29,s.okafor,,
ACC-011102,Ovalipradigital SARL,ovalipradigital.fr,Energy,201-500,Belgium,lead,11/06/2020,,,,
ACC-000643,NorditasWorks SARL,norditasworks.com,Hospitality,11-50,FR,customer,2021-12-31,2024-10-17,p.lindqvist,12000,04/09/27
ACC-022770,Ulmirinlogistics,ulmirinlogistics.io,Manufacturing,51-200,Belgium,lead,02/02/18,2019-09-23,m.delacroix,,
ACC-003974,FernobelIndustries Group,fernobelindustries.io,Energy,1001-5000,Espagne,prospect,12/10/2024,,,,
ACC-012231,Taloquifinance France,taloquifinance.fr,Real Estate,1001-5000,Belgique,lead,05/17/23,2023-11-14,,,
ACC-009726,Heliobeltech,heliobeltech.fr,Hospitality,,FR,lost,11/12/20,2026-01-22,l.moreau,,
ACC-017666,Ivoroquiretail Group,ivoroquiretail.eu,Energy,11-50,FR,prospect,2019-12-03,07/06/25,t.becker,,
ACC-019543,Rapigorservices,rapigorservices.io,Software,51-200,Fr,customer,06/01/18,30/04/2026,c.rinaldi,18000,27/06/2027
ACC-011720,NeobelEnergie,neobelenergie.fr,Automotive,201-500,FRANCE,lost,07/27/20,2021-06-05,c.rinaldi,,
ACC-000300,EstevahalConsulting & Co,,Energy,1-10,FRANCE,customer,04/09/19,,t.becker,12000,2027-06-10
ACC-003010,AxiohalConseil SA,axiohalconseil.com,Telecom,51-200,Switzerland,customer,2020-04-15,,l.moreau,25000,2027-02-16
ACC-026437,AxiomarServices,www.axiomarservices.io,Agriculture,11-50,Pays-Bas,lead,12/05/19,07/05/2023,j.vandenberg,,
ACC-028300,NordiviaRetail SARL,nordiviaretail.com,Media,11-50,Germany,lead,2026-06-01,07/17/26,s.okafor,,
ACC-021542,OvalihalFlow & Co,ovalihalflow.co,Media,51-200,France,lead,2025-05-24,10/27/25,s.okafor,,
ACC-012803,Gallinexconseil Group,gallinexconseil.fr,Telecom,201-500,CH,prospect,04/28/18,2023-08-10,a.morel,,
ACC-021701,LumihalEnergie SAS,lumihalenergie.io,Software,51-200,Belgium,lost,02/09/2022,,c.rinaldi,,
ACC-010898,VespimarSolutions,vespimarsolutions.fr,Telecom,11-50,Pays-Bas,prospect,10/15/20,04/22/22,,,
ACC-026848,SylvalexSystems,sylvalexsystems.fr,Automotive,,CH,opportunity,06/11/2022,02/04/2025,m.delacroix,,
ACC-024078,NordiviaServices SARL,nordiviaservices.com,Energy,1-10,Belgique,lead,2026-05-13,17/05/2026,,,
ACC-013498,GrimoSolutions France,grimosolutions.co,Consulting,11-50,france,lead,10/13/18,28/01/2024,p.lindqvist,,
ACC-023114,LumisolSoft,lumisolsoft.fr,Education,51-200,Netherlands,lost,09/11/2023,2023-11-30,p.lindqvist,,
ACC-028821,RAPIMARFINANCE,www.rapimarfinance.eu,Software,51-200,FRANCE,prospect,19/09/2023,,l.moreau,,
ACC-017114,Cendraflow,,Telecom,1001-5000,Fr,lead,2023-11-16,11/14/24,j.vandenberg,,
ACC-029117,Haldepraflow,haldepraflow.io,Real Estate,1001-5000,Spain,lead,2021-12-25,,,,
ACC-014700,Vectorinservices SA,vectorinservices.fr,Software,11-50,FRANCE,churned,03/16/18,2021-12-20,t.becker,8000,
ACC-011406,GrimomarGroup,grimomargroup.io,Hospitality,51-200,FR,lost,2021-10-24,,a.morel,,
ACC-001853,TalonexSolutions SARL,talonexsolutions.eu,,11-50,france,lost,02/12/2022,2025-12-25,l.moreau,,
ACC-015632,SolihalPartners,solihalpartners.eu,Software,11-50,FRANCE,lost,27/08/2019,11/05/23,a.morel,,
ACC-017561,DoriolexConsulting Group,doriolexconsulting.fr,Healthcare,51-200,france,prospect,2021-03-27,12/05/23,m.delacroix,,
ACC-022909,JuntopraGroup SAS,juntopragroup.eu,Automotive,51-200,FRANCE,prospect,2022-08-09,18/05/2026,t.becker,,
ACC-025170,Belfotaspartners,belfotaspartners.fr,Telecom,11-50,france,customer,17/12/2025,13/01/2026,a.morel,40000,02/25/27
ACC-003002,Mavisolutions France,mavisolutions.eu,Consulting,501-1000,Fr,lost,07/03/26,,a.morel,,
ACC-023877,VertipraLab France,vertipralab.com,Real Estate,11-50,Switzerland,lead,16/04/2018,12/08/18,,,
ACC-017205,Belfofinance SA,belfofinance.fr,Education,51-200,Italie,prospect,26/06/2022,,t.becker,,
ACC-001942,Grimodorforge & Co,grimodorforge.com,Retail,201-500,FRANCE,opportunity,12/05/2023,2024-04-21,t.becker,,
ACC-007103,TerraConsulting,terraconsulting.fr,Software,501-1000,Italie,lead,2026-04-20,2026-05-12,m.delacroix,,
ACC-017465,VectovenConseil Group,vectovenconseil.io,Telecom,11-50,germany,prospect,12/06/2022,03/28/25,m.delacroix,,
ACC-006631,Meriquisolutions,meriquisolutions.fr,,,ES,lead,2021-03-13,07/04/22,c.rinaldi,,
ACC-007744,Wallisolpharma,wallisolpharma.eu,Automotive,201-500,DE,lead,2025-04-14,04/04/2026,p.lindqvist,,
ACC-013522,CendramarSolutions,cendramarsolutions.com,Media,5000+,france,prospect,2020-09-16,2023-11-27,l.moreau,,
ACC-004654,GrimogorImmo,grimogorimmo.co,Manufacturing,51-200,Belgium,lead,01/01/26,18/02/2026,,,
ACC-000841,QuantibelPartners SARL,www.quantibelpartners.io,Manufacturing,11-50,nederland,customer,2018-03-15,12/28/24,t.becker,40000,07/16/26
ACC-003531,Quantisolenergie & Co,quantisolenergie.fr,Hospitality,11-50,United Kingdom,lost,03/15/19,,,,
ACC-012517,RapisolWorks SA,rapisolworks.fr,Media,201-500,UK,lost,28/06/2018,2021-10-02,j.vandenberg,,
ACC-007065,EstevalexMedia France,estevalexmedia.co,Automotive,11-50,FR,opportunity,06/25/21,08/09/21,s.okafor,,
ACC-029795,Zephihalpharma,zephihalpharma.io,Media,11-50,FRANCE,lost,2021-04-21,,m.delacroix,,
ACC-016733,JuntoviaWorks,juntoviaworks.eu,Manufacturing,11-50,France,prospect,2018-06-07,2025-07-30,,,
ACC-024874,VespitasConseil Group,vespitasconseil.co,Energy,51-200,FRANCE,lost,16/12/2021,06/14/23,s.okafor,,
ACC-012171,Walliventech,walliventech.io,Financial Services,11-50,DE,opportunity,2025-09-29,02/28/26,l.moreau,,
ACC-014086,Optidorlogic,optidorlogic.eu,,201-500,FR,lead,12/06/19,2020-08-21,l.moreau,,
ACC-025030,Estevacalimmo SARL,estevacalimmo.co,Construction,51-200,France,lost,2018-12-24,10/25/21,a.morel,,
ACC-004708,MavicalConsulting,www.mavicalconsulting.io,Media,11-50,IT,lead,03/02/2024,2025-02-03,m.delacroix,,
ACC-010503,BriovenServices,briovenservices.io,Real Estate,11-50,france,prospect,2024-06-02,,l.moreau,,
ACC-027723,LorrigorFlow France,lorrigorflow.fr,Real Estate,11-50,belgium,lost,03/16/18,2022-05-20,t.becker,,
ACC-008883,CauricalImmo SA,cauricalimmo.com,Logistics,201-500,FRANCE,lost,25/01/2020,04/24/23,l.moreau,,
ACC-024368,KelvibelSoft Group,kelvibelsoft.io,Logistics,11-50,germany,prospect,07/01/21,13/01/2023,l.moreau,,
ACC-012731,Yellohallab,www.yellohallab.com,Hospitality,11-50,France,customer,2023-04-25,03/19/24,c.rinaldi,40000,05/28/27
ACC-023368,IvoropraWorks Group,ivoropraworks.co,Consulting,,FRANCE,lead,2021-04-19,03/20/24,m.delacroix,,
ACC-017940,WalliDynamics,wallidynamics.com,Construction,1001-5000,FRANCE,lost,2018-07-19,20/01/2022,,,
ACC-012307,StellalumTech Group,stellalumtech.co,Telecom,201-500,Espagne,lost,02/20/21,03/14/24,j.vandenberg,,
